id	geneSymbol	geneCoordinate
ENSG00000172380	GNG12	chr1:68166949-68299350
ENSG00000172403	SYNPO2	chr4:119809796-119982602
ENSG00000172404	DNAJB7	chr22:41255353-41258330
ENSG00000172425	TTC36	chr11:118397987-118402112
ENSG00000172426	RSPH9	chr6:43612583-43640536
ENSG00000172458	IL17D	chr13:21276066-21297437
ENSG00000172466	ZNF24	chr18:32911976-32925646
ENSG00000172476	RAB40A	chrX:102754478-102774617
ENSG00000172493	AFF1	chr4:87855954-88062406
ENSG00000172508	CARNS1	chr11:67182239-67193278
ENSG00000172572	PDE3A	chr12:20521979-20837515
ENSG00000172575	RASGRP1	chr15:38780104-38857976
ENSG00000172613	RAD9A	chr11:67158976-67166081
ENSG00000172638	EFEMP2	chr11:65633712-65641263
ENSG00000172640	OR10AD1	chr12:48595881-48597370
ENSG00000172725	CORO1B	chr11:67205319-67211492
ENSG00000172732	MUS81	chr11:65624397-65635324
ENSG00000172757	CFL1	chr11:65590293-65629697
ENSG00000172775	FAM192A	chr16:57186178-57220228
ENSG00000172794	RAB37	chr17:72666517-72743674
ENSG00000172795	DCP2	chr5:112312199-112356867
ENSG00000172803	SNX32	chr11:65600912-65624567
ENSG00000172809	RPL38	chr17:72199521-72206994
ENSG00000172818	OVOL1	chr11:65554293-65564890
ENSG00000172845	SP3	chr2:174770987-174830630
ENSG00000172922	RNASEH2C	chr11:65482167-65488618
ENSG00000172932	ANKRD13D	chr11:67055818-67070156
ENSG00000172955	ADH6	chr4:100123595-100140894
ENSG00000172977	KAT5	chr11:65479267-65487275
ENSG00000172985	SH3RF3	chr2:109745604-110262407
ENSG00000173011	TADA2B	chr4:7043426-7059879
ENSG00000173020	ADRBK1	chr11:67033681-67054227
ENSG00000173039	RELA	chr11:65420867-65430765
ENSG00000173113	TRMT112	chr11:64083732-64085756
ENSG00000173114	LRRN3	chr7:110730862-110765710
ENSG00000173145	NOC3L	chr10:96074804-96122916
ENSG00000173166	RAPH1	chr2:204258868-204400333
ENSG00000173171	MTX1	chr1:155178290-155183815
ENSG00000173175	ADCY5	chr3:123000943-123168805
ENSG00000173193	PARP14	chr3:122399265-122449887
ENSG00000173209	AHSA2	chr2:61404353-61418538
ENSG00000173221	GLRX	chr5:95086823-95158909
ENSG00000173230	GOLGB1	chr3:121381846-121468802
ENSG00000173258	ZNF483	chr9:114287239-114340324
ENSG00000173269	MMRN2	chr10:88695097-88729438
ENSG00000173327	MAP3K11	chr11:65365026-65383053
ENSG00000173369	C1QB	chr1:22979055-22988231
ENSG00000173372	C1QA	chr1:22962799-22966301
ENSG00000173401	GLIPR1L1	chr12:75728219-75764540
ENSG00000173418	NAA20	chr20:19997560-20014499
ENSG00000173442	EHBP1L1	chr11:65343309-65360321
ENSG00000173473	SMARCC1	chr3:47626562-47823796
ENSG00000173482	PTPRM	chr18:7566580-8407059
ENSG00000173531	MST1	chr3:49721180-49727134
ENSG00000173546	CSPG4	chr15:75966463-76005389
ENSG00000173548	SNX33	chr15:75940047-75954842
ENSG00000173567	GPR113	chr2:26530841-26569885
ENSG00000173575	CHD2	chr15:93426326-93571437
ENSG00000173598	NUDT4	chr12:93771459-93797224
ENSG00000173599	PC	chr11:66615504-66726047
ENSG00000173611	SCAI	chr9:127704687-127905985
ENSG00000173621	LRFN4	chr11:66623918-66628146
ENSG00000173638	SLC19A1	chr21:46913286-46964525
ENSG00000173641	HSPB7	chr1:16340323-16346289
ENSG00000173653	RCE1	chr11:66610106-66614217
ENSG00000173674	EIF1AX	chrX:20142436-20160162
ENSG00000173692	PSMD1	chr2:231921378-232037741
ENSG00000173698	GPR64	chrX:19007227-19140955
ENSG00000173705	SUSD5	chr3:33191337-33260907
ENSG00000173706	HEG1	chr3:124684354-124775002
ENSG00000173786	CNP	chr17:40118559-40129949
ENSG00000173811	CCDC13-AS1	chr3:42773867-42788460
ENSG00000173821	RNF213	chr17:78234465-78372786
ENSG00000173848	NET1	chr10:5454314-5500626
ENSG00000173868	PHOSPHO1	chr17:47300524-47308328
ENSG00000173889	PHC3	chr3:169804320-169899737
ENSG00000173890	GPR160	chr3:169755517-169803391
ENSG00000173898	SPTBN2	chr11:66452519-66496897
ENSG00000173905	GOLIM4	chr3:167726265-167813963
ENSG00000173914	RBM4B	chr11:66432269-66445592
ENSG00000173917	HOXB2	chr17:46618056-46623641
ENSG00000174032	SLC25A30	chr13:45967251-45992790
ENSG00000174038	C9orf131	chr9:35040892-35046188
ENSG00000174136	RGMB	chr5:98104154-98134547
ENSG00000174145	KIAA1239	chr4:37245642-37451287
ENSG00000174165	ZDHHC24	chr11:66287908-66313909
ENSG00000174171	RP11-23P13.6	chr15:42184791-42190973
ENSG00000174197	MGA	chr15:41913222-42062341
ENSG00000174231	PRPF8	chr17:1553723-1588376
ENSG00000174238	PITPNA	chr17:1420812-1466310
ENSG00000174243	DDX23	chr12:49223347-49246825
ENSG00000174276	ZNHIT2	chr11:64883675-64885370
ENSG00000174282	ZBTB4	chr17:7362485-7387782
ENSG00000174292	TNK1	chr17:7283653-7293293
ENSG00000174306	ZHX3	chr20:39806888-39946512
ENSG00000174437	ATP2A2	chr12:110718361-110789098
ENSG00000174444	RPL4	chr15:66790155-66817070
ENSG00000174446	SNAPC5	chr15:66782273-66790351
ENSG00000174473	GALNTL6	chr4:172733205-173962910
ENSG00000174485	DENND4A	chr15:65950184-66084831
ENSG00000174500	GCSAM	chr3:111839488-111852352
ENSG00000174514	MFSD4	chr1:205537813-205572246
ENSG00000174516	PELI3	chr11:66234016-66245008
ENSG00000174521	TTC9B	chr19:40721765-40724506
ENSG00000174586	ZNF497	chr19:58865523-58874414
ENSG00000174600	CMKLR1	chr12:108681621-108733318
ENSG00000174628	IQCK	chr16:19727578-19869107
ENSG00000174672	BRSK2	chr11:1410929-1484119
ENSG00000174695	TMEM167A	chr5:82348465-82373882
ENSG00000174720	LARP7	chr4:113557920-113578948
ENSG00000174738	NR1D2	chr3:23986551-24022309
ENSG00000174748	RPL15	chr3:23957836-23965383
ENSG00000174775	HRAS	chr11:532042-537487
ENSG00000174780	SRP72	chr4:57332881-57370039
ENSG00000174804	FZD4	chr11:86656521-86666633
ENSG00000174840	PDE12	chr3:57541803-57552771
ENSG00000174871	CNIH2	chr11:66045461-66052972
ENSG00000174885	NLRP6	chr11:278165-285559
ENSG00000174943	KCTD13	chr16:29916133-29938556
ENSG00000174945	AMZ1	chr7:2718956-2815334
ENSG00000174953	DHX36	chr3:153990135-154042486
ENSG00000174996	KLC2	chr11:66024565-66035531
ENSG00000175029	CTBP2	chr10:126676221-126849939
ENSG00000175061	FAM211A-AS1	chr17:16341936-16382192
ENSG00000175073	VCPIP1	chr8:67540522-67579652
ENSG00000175105	ZNF654	chr3:88188054-88194015
ENSG00000175110	MRPS22	chr3:138724448-139076265
ENSG00000175166	PSMD2	chr3:184016297-184027042
ENSG00000175182	FAM131A	chr3:184053514-184064263
ENSG00000175197	DDIT3	chr12:57910171-57914500
ENSG00000175203	DCTN2	chr12:57923685-57941314
ENSG00000175215	CTDSP2	chr12:58213510-58240722
ENSG00000175221	MED16	chr19:867762-893418
ENSG00000175283	DOLK	chr9:131707609-131710098
ENSG00000175309	PHYKPL	chr5:177635298-177659992
ENSG00000175334	BANF1	chr11:65769350-65771820
ENSG00000175348	TMEM9B	chr11:8968641-8986758
ENSG00000175387	SMAD2	chr18:45357722-45457715
ENSG00000175416	CLTB	chr5:175819256-175843770
ENSG00000175426	PCSK1	chr5:95725919-95770047
ENSG00000175445	LPL	chr8:19759028-19824969
ENSG00000175463	TBC1D10C	chr11:67171186-67177760
ENSG00000175467	SART1	chr11:65728960-65747499
ENSG00000175471	MCTP1	chr5:94039246-94620479
ENSG00000175482	POLD4	chr11:67118048-67124643
ENSG00000175505	CLCF1	chr11:67131439-67141848
ENSG00000175550	DRAP1	chr11:65686528-65689232
ENSG00000175582	RAB6A	chr11:73386483-73472382
ENSG00000175604	RP11-276H1.3	chr16:12180403-12184359
ENSG00000175611	LINC00476	chr9:98521313-98638459
ENSG00000175662	TOM1L2	chr17:17746628-17875936
ENSG00000175711	B3GNTL1	chr17:80899831-81009886
ENSG00000175745	NR2F1	chr5:92918843-92930521
ENSG00000175792	RUVBL1	chr3:127783421-127872957
ENSG00000175866	BAIAP2	chr17:79008748-79091432
ENSG00000175899	A2M	chr12:9220060-9269025
ENSG00000175928	LRRN1	chr3:3840921-3889587
ENSG00000176014	TUBB6	chr18:12307468-12344519
ENSG00000176046	NUPR1	chr16:28548406-28550695
ENSG00000176102	CSTF3	chr11:33098534-33184117
ENSG00000176124	DLEU1	chr13:50656107-51297572
ENSG00000176142	TMEM39A	chr3:119148147-119187877
ENSG00000176153	GPX2	chr14:65405670-65409731
ENSG00000176155	CCDC57	chr17:80059136-80170906
ENSG00000176170	SPHK1	chr17:74372465-74384141
ENSG00000176171	BNIP3	chr10:133781378-133795635
ENSG00000176208	ATAD5	chr17:29158788-29223087
ENSG00000176209	SMIM19	chr8:42396098-42409803
ENSG00000176222	ZNF404	chr19:44376315-44405737
ENSG00000176349	AC110781.3	chr7:1878022-1889767
ENSG00000176371	ZSCAN2	chr15:85144017-85171227
ENSG00000176383	B3GNT4	chr12:122687890-122693699
ENSG00000176390	CRLF3	chr17:29096206-29151994
ENSG00000176435	CLEC14A	chr14:38723108-38725774
ENSG00000176472	ZNF575	chr19:44029449-44040482
ENSG00000176515	AL033381.1	chr6:1079964-1105381
ENSG00000176542	KIAA2018	chr3:113367032-113415693
ENSG00000176563	CNTD1	chr17:40950610-40963805
ENSG00000176597	B3GNT5	chr3:182970832-183016492
ENSG00000176623	RMDN1	chr8:87480286-87526786
ENSG00000176658	MYO1D	chr17:30819340-31204395
ENSG00000176681	LRRC37A	chr17:44369899-44415360
ENSG00000176697	BDNF	chr11:27676240-27743805
ENSG00000176700	SCAND2P	chr15:85174482-85185895
ENSG00000176783	RUFY1	chr5:178977359-179037227
ENSG00000176788	BASP1	chr5:17065507-17277143
ENSG00000176809	LRRC37A3	chr17:62850230-62915798
ENSG00000176834	VSIG10	chr12:118501198-118574031
ENSG00000176857	GJA1P1	chr5:108386813-108388358
ENSG00000176871	WSB2	chr12:118470512-118500435
ENSG00000176890	TYMS	chr18:657404-673778
ENSG00000176920	FUT2	chr19:49199028-49209407
ENSG00000176971	FIBIN	chr11:27015428-27018830
ENSG00000176974	SHMT1	chr17:18230987-18267056
ENSG00000176986	SEC24C	chr10:75503920-75532119
ENSG00000177000	MTHFR	chr1:11845580-11867177
ENSG00000177042	TMEM80	chr11:695228-705228
ENSG00000177082	WDR73	chr15:85185799-85197774
ENSG00000177106	EPS8L2	chr11:694238-727927
ENSG00000177119	ANO6	chr12:45609570-45834387
ENSG00000177133	LINC00982	chr1:2975979-2985201
ENSG00000177156	TALDO1	chr11:747129-765224
ENSG00000177169	ULK1	chr12:132378996-132407912
ENSG00000177181	RIMKLA	chr1:42846266-42888449
ENSG00000177191	B3GNT8	chr19:41931064-41934835
ENSG00000177200	CHD9	chr16:53088745-53363262
ENSG00000177303	CASKIN2	chr17:73496142-73511864
ENSG00000177311	ZBTB38	chr3:141042855-141168834
ENSG00000177340	AC024940.1	chr12:31477050-31479079
ENSG00000177370	TIMM22	chr17:900157-907111
ENSG00000177410	ZFAS1	chr20:47894515-47905997
ENSG00000177426	TGIF1	chr18:3411406-3458609
ENSG00000177432	NAP1L5	chr4:89616866-89619586
ENSG00000177463	NR2C2	chr3:14988891-15095307
ENSG00000177469	PTRF	chr17:40554270-40575735
ENSG00000177479	ARIH2	chr3:48956054-49024015
ENSG00000177519	RPRM	chr2:154333652-154335522
ENSG00000177542	SLC25A22	chr11:790275-798516
ENSG00000177551	NHLH2	chr1:116378798-116386738
ENSG00000177565	TBL1XR1	chr3:176736943-176915461
ENSG00000177575	CD163	chr12:7623209-7656689
ENSG00000177595	PIDD	chr11:798979-809953
ENSG00000177606	JUN	chr1:59246265-59249985
ENSG00000177613	CSTF2T	chr10:53455047-53459555
ENSG00000177685	EFCAB4A	chr11:825944-832191
ENSG00000177697	CD151	chr11:832643-840031
ENSG00000177700	POLR2L	chr11:837156-842745
ENSG00000177732	SOX12	chr20:306007-311065
ENSG00000177757	FAM87B	chr1:752551-755414
ENSG00000177764	ZCCHC3	chr20:277537-281165
ENSG00000177889	UBE2N	chr12:93799249-93836238
ENSG00000177932	ZNF354C	chr5:178487216-178510738
ENSG00000177943	MAMDC4	chr9:139745195-139755449
ENSG00000177947	ODF3	chr11:196538-200461
ENSG00000177963	RIC8A	chr11:207311-215313
ENSG00000177971	IMP3	chr15:75931226-75941247
ENSG00000177981	ASB8	chr12:48541371-48575196
ENSG00000177989	ODF3B	chr22:50967939-50971209
ENSG00000178021	TSPYL6	chr2:54480115-54483609
ENSG00000178028	DMAP1	chr1:44678927-44686553
ENSG00000178035	IMPDH2	chr3:49061558-49067041
ENSG00000178057	NDUFAF3	chr3:49057692-49061128
ENSG00000178104	PDE4DIP	chr1:144835957-145076386
ENSG00000178149	DALRD3	chr3:49052721-49059926
ENSG00000178184	PARD6G	chr18:77914915-78005629
ENSG00000178188	SH2B1	chr16:28857721-28885726
ENSG00000178209	PLEC	chr8:144989121-145051102
ENSG00000178234	GALNT11	chr7:151722559-151819625
ENSG00000178297	TMPRSS9	chr19:2389569-2426437
ENSG00000178301	AQP11	chr11:77300236-77321600
ENSG00000178342	KCNG2	chr18:77623468-77660384
ENSG00000178425	NT5DC1	chr6:116421812-116570860
ENSG00000178460	MCMDC2	chr8:67782784-67834483
ENSG00000178467	P4HTM	chr3:49027119-49044787
ENSG00000178573	MAF	chr16:79619540-79634811
ENSG00000178685	PARP10	chr8:145051121-145087140
ENSG00000178695	KCTD12	chr13:77454112-77460740
ENSG00000178750	STX19	chr3:93733013-93747654
ENSG00000178761	FAM219B	chr15:75192128-75199662
ENSG00000178795	GDPD4	chr11:76927403-77012932
ENSG00000178802	MPI	chr15:75182146-75191998
ENSG00000178826	TMEM139	chr7:142976850-142985341
ENSG00000178852	EFCAB13	chr17:45400456-45518878
ENSG00000178860	MSC	chr8:72753584-72756903
ENSG00000178878	APOLD1	chr12:12878651-12983109
ENSG00000178913	TAF7	chr5:140697857-140700530
ENSG00000178922	HYI	chr1:43916624-43919860
ENSG00000178927	C17orf62	chr17:80400265-80408905
ENSG00000178935	ZNF552	chr19:58315009-58326481
ENSG00000178972	AC097658.1	chr4:144256218-144259170
ENSG00000178988	MRFAP1L1	chr4:6709228-6711807
ENSG00000178996	SNX18	chr5:53813389-53842615
ENSG00000179010	MRFAP1	chr4:6641618-6644672
ENSG00000179038	AP001885.1	chr11:66963191-66964838
ENSG00000179041	RRS1	chr8:67341063-67343166
ENSG00000179051	RCC2	chr1:17733056-17766420
ENSG00000179091	CYC1	chr8:145149730-145152628
ENSG00000179151	EDC3	chr15:74922699-74988833
ENSG00000179195	ZNF664	chr12:124456192-124500186
ENSG00000179218	CALR	chr19:13049192-13055503
ENSG00000179256	SMCO3	chr12:14957384-14967316
ENSG00000179262	RAD23A	chr19:13056469-13064656
ENSG00000179295	PTPN11	chr12:112855955-112947917
ENSG00000179335	CLK3	chr15:74890641-74932257
ENSG00000179348	GATA2	chr3:128198070-128212228
ENSG00000179406	LINC00174	chr7:65840831-65866525
ENSG00000179409	GEMIN4	chr17:647454-657439
ENSG00000179526	SHARPIN	chr8:145153336-145163227
ENSG00000179532	DNHD1	chr11:6518290-6615188
ENSG00000179583	CIITA	chr16:10970855-11026279
ENSG00000179632	MAF1	chr8:145159202-145162714
ENSG00000179743	RP11-169K16.9	chr1:16160360-16174842
ENSG00000179837	RBM15B	chr3:51428531-51435530
ENSG00000179841	AKAP5	chr14:64932017-64941421
ENSG00000179886	TIGD5	chr8:144679874-144682685
ENSG00000179889	PDXDC1	chr16:15068248-15233396
ENSG00000179909	ZNF154	chr19:58208535-58220779
ENSG00000179933	C14orf119	chr14:23563774-23569865
ENSG00000179943	FIZ1	chr19:56102546-56113536
ENSG00000179950	PUF60	chr8:144898314-144912229
ENSG00000179988	PSTK	chr10:124713697-124757229
ENSG00000180096	SEPT1	chr16:30389254-30407512
ENSG00000180113	TDRD6	chr6:46655412-46672256
ENSG00000180139	ACTA2-AS1	chr10:90692200-90700568
ENSG00000180189	HMGB1P14	chr14:58751291-58752316
ENSG00000180228	PRKRA	chr2:179295941-179316439
ENSG00000180263	FGD6	chr12:95470325-95611458
ENSG00000180287	PLD5	chr1:242246088-242688198
ENSG00000180304	OAZ2	chr15:64979572-64995680
ENSG00000180332	KCTD4	chr13:45766788-45775375
ENSG00000180336	C17orf104	chr17:42733562-42767876
ENSG00000180353	HCLS1	chr3:121350046-121379974
ENSG00000180354	MTURN	chr7:30174226-30202578
ENSG00000180357	ZNF609	chr15:64752741-64978464
ENSG00000180398	MCFD2	chr2:47128809-47169194
ENSG00000180432	CYP8B1	chr3:42897297-42917833
ENSG00000180447	GAS1	chr9:89559079-89562304
ENSG00000180448	HMHA1	chr19:1065722-1086827
ENSG00000180458	CTD-3064H18.4	chr19:38036172-38040273
ENSG00000180479	ZNF571	chr19:38045484-38085873
ENSG00000180525	PRR26	chr10:695688-711309
ENSG00000180530	NRIP1	chr21:16333356-16437521
ENSG00000180573	HIST1H2AC	chr6:26124173-26139544
ENSG00000180592	SKIDA1	chr10:21802207-21814811
ENSG00000180610	ZBTB12P1	chr4:39771501-39773200
ENSG00000180660	MAB21L1	chr13:36047726-36051032
ENSG00000180694	TMEM64	chr8:91634023-91804060
ENSG00000180769	WDFY3-AS2	chr4:85887338-85932630
ENSG00000180787	ZFP3	chr17:4981343-4999869
ENSG00000180822	PSMG4	chr6:3231437-3303807
ENSG00000180879	SSR4	chrX:153058771-153064160
ENSG00000180929	GPR62	chr3:51989130-51991709
ENSG00000180957	PITPNB	chr22:28247457-28316322
ENSG00000180979	LRRC57	chr15:42834520-42841200
ENSG00000181013	C17orf47	chr17:56618748-56621929
ENSG00000181027	FKRP	chr19:47249103-47280445
ENSG00000181039	ANKRD34A	chr1:145470308-145475846
ENSG00000181163	NPM1	chr5:170813920-170838341
ENSG00000181195	PENK	chr8:57349033-57359493
ENSG00000181227	RP4-682C21.2	chr1:76208903-76210661
ENSG00000181284	TMEM102	chr17:7338562-7341198
ENSG00000181322	NME9	chr3:137980079-138048928
ENSG00000181350	FAM211A	chr17:16344691-16395667
ENSG00000181409	AATK	chr17:79090895-79140077
ENSG00000181481	RNF135	chr17:29295603-29327129
ENSG00000181541	MAB21L2	chr4:151502877-151506043
ENSG00000181652	ATG9B	chr7:150709097-150721786
ENSG00000181656	GPR88	chr1:101003493-101007774
ENSG00000181704	YIPF6	chrX:67717965-67757327
ENSG00000181778	TMEM252	chr9:71151296-71155983
ENSG00000181788	SIAH2	chr3:150458714-150481464
ENSG00000181789	COPG1	chr3:128968249-128996814
ENSG00000181800	CELF2-AS1	chr10:11358597-11362047
ENSG00000181896	ZNF101	chr19:19779405-19794518
ENSG00000181938	GINS3	chr16:58328784-58440248
ENSG00000182095	TNRC18	chr7:5346221-5465245
ENSG00000182107	TMEM30B	chr14:61743888-61748758
ENSG00000182149	IST1	chr16:71879699-71963113
ENSG00000182150	ERCC6L2	chr9:98637783-98777042
ENSG00000182168	UNC5C	chr4:96083455-96470557
ENSG00000182173	TSEN54	chr17:73511941-73521020
ENSG00000182196	ARL6IP4	chr12:123464407-123467656
ENSG00000182197	EXT1	chr8:118806529-119124292
ENSG00000182220	ATP6AP2	chrX:40439946-40466089
ENSG00000182224	CYB5D1	chr17:7760864-7765800
ENSG00000182253	SYNM	chr15:99638220-99675998
ENSG00000182257	C22orf26	chr22:46445158-46450224
ENSG00000182287	AP1S2	chrX:15843729-15873254
ENSG00000182318	ZSCAN22	chr19:58838185-58853898
ENSG00000182326	C1S	chr12:7096151-7178536
ENSG00000182327	GLTPD2	chr17:4692054-4693885
ENSG00000182347	RP11-39K24.9	chr9:5084799-5086312
ENSG00000182376	RP5-1142A6.8	chr16:88808975-88812356
ENSG00000182446	NPLOC4	chr17:79523713-79615695
ENSG00000182512	GLRX5	chr14:95999640-96011261
ENSG00000182534	MXRA7	chr17:74668433-74707298
ENSG00000182541	LIMK2	chr22:31608025-31676266
ENSG00000182551	ADI1	chr2:3500932-3523707
ENSG00000182578	CSF1R	chr5:149432654-149493135
ENSG00000182584	ACTL10	chr20:32254104-32256531
ENSG00000182628	SKA2	chr17:57187112-57232830
ENSG00000182670	TTC3	chr21:38445326-38575613
ENSG00000182704	TSKU	chr11:76493095-76509398
ENSG00000182718	ANXA2	chr15:60639133-60695282
ENSG00000182752	PAPPA	chr9:118915883-119164801
ENSG00000182827	ACBD3	chr1:226332180-226374631
ENSG00000182831	C16orf72	chr16:9185305-9215697
ENSG00000182836	PLCXD3	chr5:41306856-41510930
ENSG00000182871	COL18A1	chr21:46824852-46933834
ENSG00000182899	RPL35A	chr3:197676658-197683681
ENSG00000182902	SLC25A18	chr22:18042939-18073960
ENSG00000182934	SRPR	chr11:126132614-126139239
ENSG00000182944	EWSR1	chr22:29663798-29696715
ENSG00000183011	LSMD1	chr17:7759803-7788756
ENSG00000183018	SPNS2	chr17:4401933-4442530
ENSG00000183023	SLC8A1	chr2:40324210-40838393
ENSG00000183090	FREM3	chr4:144498255-144622028
ENSG00000183091	NEB	chr2:152341650-152591201
ENSG00000183098	GPC6	chr13:93878895-95059855
ENSG00000183250	C21orf67	chr21:46352529-46360028
ENSG00000183255	PTTG1IP	chr21:46269300-46293952
ENSG00000183258	DDX41	chr5:176938378-176944670
ENSG00000183260	ABHD16B	chr20:62492366-62494541
ENSG00000183283	DAZAP2	chr12:51631876-51665346
ENSG00000183354	KIAA2026	chr9:5881396-6008101
ENSG00000183397	C19orf71	chr19:3538952-3544228
ENSG00000183431	SF3A3	chr1:38422447-38456793
ENSG00000183535	COL18A1-AS1	chr21:46839431-46845185
ENSG00000183562	AC131971.1	chr11:3010893-3012763
ENSG00000183569	SERHL2	chr22:42949423-42970588
ENSG00000183576	SETD3	chr14:99863883-99947416
ENSG00000183628	DGCR6	chr22:18893341-18901951
ENSG00000183688	FAM101B	chr17:289569-295930
ENSG00000183715	OPCML	chr11:132284671-133402614
ENSG00000183718	TRIM52	chr5:180681217-180688319
ENSG00000183722	LHFP	chr13:39916829-40177865
ENSG00000183723	CMTM4	chr16:66648453-66730810
ENSG00000183783	KCTD8	chr4:44175726-44451024
ENSG00000183784	C9orf66	chr9:212908-216093
ENSG00000183801	OLFML1	chr11:7506419-7532808
ENSG00000183808	RBM12B	chr8:94741384-94753445
ENSG00000183826	BTBD9	chr6:38136027-38608124
ENSG00000183864	TOB2	chr22:41829296-41843227
ENSG00000183878	UTY	chrY:15360059-15592753
ENSG00000183963	SMTN	chr22:31459891-31500943
ENSG00000183977	PP2D1	chr3:20021253-20054022
ENSG00000184007	PTP4A2	chr1:32371822-32410657
ENSG00000184009	ACTG1	chr17:79476797-79491073
ENSG00000184068	RP5-821D11.7	chr22:42227019-42230869
ENSG00000184154	LRTOMT	chr11:71791182-71822028
ENSG00000184160	ADRA2C	chr4:3767875-3770451
ENSG00000184162	NR2C2AP	chr19:19312025-19314433
ENSG00000184203	PPP1R2	chr3:195241021-195270409
ENSG00000184205	TSPYL2	chrX:53111349-53117922
ENSG00000184209	SNRNP35	chr12:123941988-123957901
ENSG00000184254	ALDH1A3	chr15:101417719-101457031
ENSG00000184258	CDR1	chrX:139865225-139866923
ENSG00000184260	HIST2H2AC	chr1:149858325-149859161
ENSG00000184261	KCNK12	chr2:47743520-47798278
ENSG00000184270	HIST2H2AB	chr1:149858819-149859666
ENSG00000184274	LINC00315	chr21:46719960-46725372
ENSG00000184343	SRPK3	chrX:153041667-153051387
ENSG00000184378	ACTRT3	chr3:169484509-169487883
ENSG00000184428	TOP1MT	chr8:144386354-144442349
ENSG00000184432	COPB2	chr3:139074242-139108774
ENSG00000184434	LRRC19	chr9:26992934-27005891
ENSG00000184436	THAP7	chr22:21353193-21356685
ENSG00000184441	AP001062.7	chr21:45750917-45755934
ENSG00000184451	CCR10	chr17:40830707-40836135
ENSG00000184500	PROS1	chr3:93591681-93693110
ENSG00000184524	CEND1	chr11:786904-790323
ENSG00000184551	AC132872.1	chr17:80206743-80209903
ENSG00000184557	SOCS3	chr17:76352664-76356358
